id,bw,duration,packets,data_pkts,data_bytes,rexmit_pkts,rexmit_bytes,rtt_avg,rtt_min,rtt_max,stdev_rtt,rtt_count,reordering,ttl_min,ttl_max,max_seg_size,min_seg_size,win_max,win_min,rtx_RTO,rtx_FR,net_dup,flow_control,unnece_rtx_RTO,stallCount,qualityChanges,skippedFrames,fpsChanges,twitch_backend
10344,11.0,120.0,378.0,70.0,4960.272727272727,0.0,0.0,18.25247690909091,0.5668181818181819,97.34727272727272,40.46142990909091,84.0,0.0,64.0,873.6363636363636,34.54545454545455,64357.72727272727,61312.545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,9,1.7.0-twitch.1-rc.1
10345,14.0,120.0,1313.0,160.0,8134.333333333333,0.0,0.0,16.615819666666667,0.4236111111111111,95.73705555555556,38.450964,193.0,0.0,64.0,984.1666666666666,30.833333333333332,64455.833333333336,58400.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10346,5.0,120.0,217.0,40.0,1312.0,0.0,0.0,40.80421372727273,22.751,117.8550909090909,41.095748,58.0,0.0,64.0,733.0909090909091,32.36363636363637,64240.0,62174.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,1,1,127,7,1.7.0-twitch.1-rc.1
10347,7.0,120.0,716.0,74.0,5043.0,0.0,0.0,12.491848545454546,0.36627272727272725,74.63554545454545,28.959687727272726,92.0,0.0,64.0,958.6363636363636,24.636363636363637,64710.90909090909,54453.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,8,1.7.0-twitch.1-rc.1
10348,9.0,120.0,153.0,33.0,1315.0,0.0,0.0,20.599902222222223,0.4554444444444445,104.03344444444446,45.409647,49.0,0.0,64.0,855.0,25.555555555555557,64240.0,62194.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10349,11.0,120.0,797.0,60.0,1666.5,0.0,0.0,44.06801171428572,17.705785714285714,151.64864285714287,58.8584945,84.0,0.0,64.0,698.9285714285714,38.357142857142854,64425.0,62031.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,1,2,71,7,1.7.0-twitch.1-rc.1
10350,14.0,120.0,825.0,58.0,1687.7692307692307,0.0,0.0,20.752431846153847,0.4471538461538461,114.38753846153847,47.651806538461535,81.0,0.0,64.0,801.0,33.46153846153846,64439.230769230766,59144.38461538462,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,7,1.7.0-twitch.1-rc.1
10351,5.0,120.0,1341.0,73.0,3060.5714285714284,0.0,0.0,15.065600571428572,0.46728571428571425,81.07542857142857,33.73385492857143,89.0,0.0,64.0,1014.7142857142857,25.0,64517.5,55602.642857142855,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,2,1.7.0-twitch.1-rc.1
10352,7.0,120.0,1333.0,152.0,6808.7,0.0,0.0,33.0541323,0.45765,207.55525000000003,80.6256221,185.0,0.0,64.0,955.7,30.15,64628.5,56596.2,0.0,0.0,0.0,0.0,0.0,0.0,2,3,8,9,1.7.0-twitch.1-rc.1
10353,9.0,120.0,217.0,43.0,1304.8181818181818,0.0,0.0,24.19299245454545,0.3468181818181818,127.87563636363637,54.73705445454545,63.0,0.0,64.0,786.9090909090909,26.545454545454547,64240.0,61580.72727272727,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,8,1.7.0-twitch.1-rc.1
10354,11.0,120.0,740.0,100.0,8841.818181818182,0.0,0.0,21.126547545454546,0.42618181818181816,108.71009090909091,46.15559945454545,118.0,0.0,64.0,957.9090909090909,34.54545454545455,64475.454545454544,59025.181818181816,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,7,1.7.0-twitch.1-rc.1
10355,14.0,120.0,218.0,40.0,1315.6363636363637,0.0,0.0,43.921012000000005,24.21181818181818,129.03799999999998,45.13208154545455,58.0,0.0,64.0,735.6363636363636,32.36363636363637,64240.0,61607.27272727273,0.0,0.0,0.0,0.0,0.0,0.0,1,1,152,7,1.7.0-twitch.1-rc.1
10356,5.0,120.0,623.0,63.0,1870.7142857142858,0.0,0.0,18.879049142857145,0.47021428571428575,101.60542857142858,42.741958357142856,85.0,0.0,64.0,836.9285714285714,32.785714285714285,64425.0,54519.5,0.0,0.0,0.0,0.0,0.0,0.0,2,3,99,10,1.7.0-twitch.1-rc.1
10357,7.0,120.0,666.0,108.0,6827.333333333333,0.0,0.0,35.59655753333333,17.227933333333333,119.90773333333333,42.17754313333333,132.0,0.0,64.0,927.6666666666666,36.93333333333333,64499.0,61253.8,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,7,1.7.0-twitch.1-rc.1
10358,9.0,120.0,720.0,55.0,1615.3076923076924,0.0,0.0,21.02713169230769,0.4242307692307692,104.76738461538463,45.78198984615385,78.0,0.0,64.0,783.4615384615385,40.76923076923077,64439.230769230766,57796.153846153844,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,10,1.7.0-twitch.1-rc.1
10359,11.0,120.0,189.0,38.0,1387.8,0.0,0.0,36.8943806,0.5197,184.47629999999998,80.8393652,55.0,0.0,64.0,813.0,36.3,64240.0,62419.6,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10360,14.0,120.0,1030.0,117.0,7427.214285714285,0.0,0.0,15.114862357142856,0.45557142857142857,93.4565,36.03168885714286,143.0,0.0,64.0,1001.8571428571429,24.5,64610.0,61336.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,1,3,17,10,1.7.0-twitch.1-rc.1
10361,5.0,120.0,3165.0,131.0,7363.75,0.0,0.0,35.30773375,0.45125,167.54525,74.9382399375,156.0,0.0,64.0,824.6875,62.9375,64563.75,60403.375,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,10,1.7.0-twitch.1-rc.1
10362,7.0,120.0,232.0,44.0,1477.7272727272727,0.0,0.0,23.807283090909092,0.41818181818181815,118.57918181818182,52.006126090909085,63.0,0.0,64.0,789.8181818181819,43.81818181818182,64240.0,62005.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,129,6,1.7.0-twitch.1-rc.1
10363,9.0,120.0,635.0,63.0,1564.8666666666666,0.0,0.0,22.119549066666664,0.45106666666666667,112.28853333333333,48.53150153333333,90.0,0.0,64.0,779.2,39.0,64412.666666666664,62091.73333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,9,1.7.0-twitch.1-rc.1
10364,11.0,120.0,180.0,39.0,1159.4166666666667,0.0,0.0,45.641301416666664,21.345916666666668,140.58533333333332,53.434379916666664,59.0,0.0,64.0,718.5,40.166666666666664,64240.0,62583.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,10,1.7.0-twitch.1-rc.1
10365,14.0,120.0,493.0,84.0,5426.0,0.0,0.0,31.500627615384612,0.5249230769230769,149.29992307692308,67.29813692307692,69.0,0.0,64.0,823.6923076923077,41.30769230769231,64339.61538461538,62157.38461538462,0.0,0.0,0.0,0.0,0.0,0.0,1,4,54,8,1.7.0-twitch.1-rc.1
10366,5.0,120.0,589.0,47.0,1683.6363636363637,0.0,0.0,20.886426636363637,0.5896363636363636,101.96927272727272,39.04679018181818,66.0,0.0,64.0,757.1818181818181,32.36363636363637,64475.454545454544,62320.181818181816,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,7,1.7.0-twitch.1-rc.1
10367,7.0,120.0,699.0,76.0,3306.285714285714,0.0,0.0,22.428875642857143,0.4310714285714286,115.60842857142858,49.282396999999996,98.0,0.0,64.0,908.1428571428571,32.785714285714285,64517.5,58421.92857142857,0.0,0.0,0.0,0.0,0.0,0.0,1,4,11,8,1.7.0-twitch.1-rc.1
10368,9.0,120.0,616.0,63.0,2019.0,0.0,0.0,23.892564071428573,0.41835714285714287,125.41357142857143,53.582673428571425,88.0,0.0,64.0,800.3571428571429,40.07142857142857,64425.0,58463.42857142857,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,9,1.7.0-twitch.1-rc.1
10369,11.0,120.0,222.0,43.0,1262.8333333333333,0.0,0.0,42.461994,20.98525,133.77041666666668,48.87102975,63.0,0.0,64.0,723.8333333333334,32.25,64240.0,62185.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,9,1.7.0-twitch.1-rc.1
10370,14.0,120.0,129.0,26.0,1231.875,0.0,0.0,30.2410025,10.932625,110.030875,43.44410825,39.0,0.0,64.0,809.625,22.75,64240.0,62376.75,0.0,0.0,0.0,0.0,0.0,0.0,2,2,48,10,1.7.0-twitch.1-rc.1
10371,5.0,120.0,695.0,51.0,1650.4166666666667,0.0,0.0,40.08817708333333,24.767333333333337,109.33858333333335,35.502070583333335,72.0,0.0,64.0,770.6666666666666,23.166666666666668,64455.833333333336,58932.25,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,8,1.7.0-twitch.1-rc.1
10372,7.0,120.0,840.0,92.0,3907.9375,0.0,0.0,23.104086375,0.4783125,119.727125,51.398723437499996,99.0,0.0,64.0,827.5,38.0625,64482.8125,59916.4375,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10373,9.0,120.0,870.0,75.0,4177.666666666667,0.0,0.0,16.8626375,0.45733333333333337,94.95316666666668,38.53618083333333,94.0,0.0,64.0,858.0833333333334,33.666666666666664,64563.75,56493.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10374,11.0,120.0,617.0,54.0,1378.9285714285713,0.0,0.0,28.325252142857146,0.6594285714285715,114.68964285714286,41.35509807142857,80.0,0.0,64.0,702.2142857142857,30.571428571428573,64425.0,56514.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,10,1.7.0-twitch.1-rc.1
10375,14.0,120.0,99.0,26.0,1366.2857142857142,0.0,0.0,34.177224714285714,0.4907142857142857,176.6945714285714,76.515008,38.0,0.0,64.0,931.5714285714286,28.0,64240.0,63043.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,142,8,1.7.0-twitch.1-rc.1
10376,5.0,120.0,720.0,78.0,3947.923076923077,0.0,0.0,17.59550369230769,0.48215384615384616,99.27884615384616,40.45992338461539,102.0,0.0,64.0,828.0,25.615384615384617,64538.846153846156,57997.07692307692,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10377,7.0,120.0,219.0,40.0,1305.1818181818182,0.0,0.0,30.66942890909091,0.4833636363636364,122.37045454545455,42.69698918181818,59.0,0.0,64.0,733.0909090909091,32.36363636363637,64240.0,62423.72727272727,0.0,0.0,0.0,0.0,0.0,0.0,1,1,151,8,1.7.0-twitch.1-rc.1
10378,9.0,120.0,607.0,50.0,1714.6363636363637,0.0,0.0,16.999831272727274,0.40863636363636363,91.70518181818183,38.44427327272727,70.0,0.0,64.0,793.3636363636364,25.272727272727273,64475.454545454544,55777.63636363636,0.0,0.0,0.0,0.0,0.0,0.0,1,1,68,7,1.7.0-twitch.1-rc.1
10379,11.0,120.0,1277.0,133.0,8308.133333333333,0.0,0.0,39.171552,19.5472,130.94866666666667,45.19984673333333,158.0,0.0,64.0,816.8,30.133333333333333,64585.333333333336,60254.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,3,3,38,7,1.7.0-twitch.1-rc.1
10380,14.0,120.0,197.0,40.0,1316.3636363636363,0.0,0.0,30.549983363636365,0.544,144.25290909090907,65.19308527272727,59.0,0.0,64.0,783.1818181818181,43.81818181818182,64240.0,62049.36363636364,0.0,0.0,0.0,0.0,0.0,0.0,1,2,242,8,1.7.0-twitch.1-rc.1
10381,5.0,120.0,264.0,53.0,1701.2857142857142,1.0,1.0,37.778663785714286,19.386214285714285,115.92314285714285,41.759006928571424,74.0,0.0,64.0,833.0,31.071428571428573,64240.0,62071.57142857143,1.0,0.0,0.0,0.0,0.0,0.0,2,1,23,9,1.7.0-twitch.1-rc.1
10382,7.0,120.0,690.0,58.0,1901.3846153846155,0.0,0.0,18.614055,0.46092307692307694,97.81584615384615,41.494082923076924,81.0,0.0,64.0,832.7692307692307,32.92307692307692,64439.230769230766,57349.769230769234,0.0,0.0,0.0,0.0,0.0,0.0,1,2,87,9,1.7.0-twitch.1-rc.1
10383,9.0,120.0,206.0,40.0,1446.3,0.0,0.0,22.5656203,0.3845,119.1848,50.9635673,57.0,0.0,64.0,808.5,36.3,64240.0,62035.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,26,9,1.7.0-twitch.1-rc.1
10384,11.0,120.0,687.0,64.0,2082.1428571428573,0.0,0.0,23.17813842857143,0.3895,117.09107142857144,50.95332764285714,85.0,0.0,64.0,911.7142857142857,33.285714285714285,64425.0,58340.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,8,1.7.0-twitch.1-rc.1
10385,14.0,120.0,682.0,59.0,1551.4285714285713,0.0,0.0,26.4382475,0.42778571428571427,134.651,58.310040785714286,84.0,0.0,64.0,768.5714285714286,40.07142857142857,64425.0,60221.92857142857,0.0,0.0,0.0,0.0,0.0,0.0,1,1,21,6,1.7.0-twitch.1-rc.1
10386,5.0,120.0,856.0,95.0,4542.066666666667,0.0,0.0,19.723620666666665,0.42913333333333337,112.06626666666668,45.3485406,123.0,0.0,64.0,849.1333333333333,25.866666666666667,64585.333333333336,59034.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,262,8,1.7.0-twitch.1-rc.1
10387,7.0,120.0,214.0,38.0,1426.8,0.0,0.0,26.513748600000003,0.3256,128.40550000000002,57.3563339,55.0,0.0,64.0,810.6,45.8,64240.0,61755.5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,131,10,1.7.0-twitch.1-rc.1
10388,9.0,120.0,803.0,139.0,3184.6785714285716,0.0,0.0,14.727359035714287,0.4957142857142857,77.33653571428572,32.59611528571428,165.0,0.0,64.0,1215.357142857143,24.75,64286.25,61976.392857142855,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,8,1.7.0-twitch.1-rc.1
10389,11.0,120.0,631.0,51.0,1602.5,0.0,0.0,22.4468875,0.46908333333333335,112.79308333333334,49.08312891666667,72.0,0.0,64.0,766.75,42.166666666666664,64455.833333333336,59555.583333333336,0.0,0.0,0.0,0.0,0.0,0.0,1,2,221,8,1.7.0-twitch.1-rc.1
10390,14.0,120.0,190.0,39.0,1518.8,0.0,0.0,22.9060116,0.4558,116.69569999999999,50.507060100000004,56.0,0.0,64.0,969.3,26.1,64240.0,61791.6,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,7,1.7.0-twitch.1-rc.1
10391,5.0,120.0,618.0,51.0,1720.1818181818182,0.0,0.0,20.12815390909091,0.4493636363636364,109.91199999999999,45.59538718181818,71.0,0.0,64.0,800.2727272727273,25.90909090909091,64475.454545454544,58797.545454545456,0.0,0.0,0.0,0.0,0.0,0.0,2,2,72,9,1.7.0-twitch.1-rc.1
10392,7.0,120.0,901.0,77.0,3286.214285714286,0.0,0.0,17.435001142857143,0.4201428571428571,95.70742857142857,39.614769357142855,88.0,0.0,64.0,866.9285714285714,25.5,64517.5,60770.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,2,2,199,10,1.7.0-twitch.1-rc.1
10393,9.0,120.0,787.0,65.0,2029.7142857142858,0.0,0.0,20.292481285714285,0.4240714285714286,110.95085714285715,46.37526485714285,91.0,0.0,64.0,809.4285714285714,26.0,64425.0,61765.92857142857,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10394,11.0,120.0,790.0,61.0,1692.7857142857142,0.0,0.0,22.330665714285715,0.42214285714285715,119.511,50.62032021428571,85.0,0.0,64.0,865.6428571428571,33.285714285714285,64425.0,58034.857142857145,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,8,1.7.0-twitch.1-rc.1
10395,14.0,120.0,215.0,36.0,1369.2,0.0,0.0,46.641517900000004,27.4643,128.491,43.6841017,52.0,0.0,64.0,758.4,33.2,64240.0,62174.9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10396,5.0,120.0,395.0,102.0,3550.095238095238,0.0,0.0,20.771281428571427,0.4643333333333333,94.89014285714286,34.805282999999996,138.0,0.0,64.0,1076.2857142857142,34.04761904761905,64301.666666666664,62111.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,10,1.7.0-twitch.1-rc.1
10397,7.0,120.0,406.0,106.0,3484.285714285714,0.0,0.0,14.471903666666668,0.4392857142857143,88.33247619047619,34.51536657142857,145.0,0.0,64.0,1210.857142857143,24.666666666666668,64240.0,61894.95238095238,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,8,1.7.0-twitch.1-rc.1
10398,9.0,120.0,1088.0,114.0,10406.636363636364,0.0,0.0,19.666990363636362,0.3720909090909091,110.354,45.10923445454545,134.0,0.0,64.0,887.8181818181819,25.90909090909091,64593.181818181816,58366.181818181816,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,8,1.7.0-twitch.1-rc.1
10399,11.0,120.0,198.0,38.0,1342.5,0.0,0.0,23.3686918,0.4083,115.4923,50.8944148,56.0,0.0,64.0,810.1,35.6,64240.0,61699.5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,8,1.7.0-twitch.1-rc.1
10400,14.0,120.0,171.0,29.0,1430.5,0.0,0.0,44.663274625,32.2075,99.83612500000001,28.742038375,42.0,0.0,64.0,816.75,21.875,64240.0,61839.125,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,8,1.7.0-twitch.1-rc.1
10401,5.0,120.0,1109.0,132.0,8733.857142857143,0.0,0.0,16.91282514285714,0.39042857142857146,98.40114285714286,39.409436642857145,158.0,0.0,64.0,864.7857142857143,25.5,64517.5,60689.142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,7,1.7.0-twitch.1-rc.1
10402,7.0,120.0,637.0,61.0,1368.7333333333333,0.0,0.0,24.842294133333333,0.505,145.7146666666667,58.779883133333335,89.0,0.0,64.0,734.0666666666667,25.866666666666667,64412.666666666664,58204.13333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10403,9.0,120.0,609.0,53.0,1952.6666666666667,0.0,0.0,24.327069500000004,0.40975,94.58774999999999,30.116836000000003,72.0,0.0,64.0,803.25,31.083333333333332,64347.916666666664,61563.083333333336,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,8,1.7.0-twitch.1-rc.1
10404,11.0,120.0,789.0,65.0,1945.2857142857142,0.0,0.0,23.24477442857143,0.3891428571428572,125.18142857142857,52.91767807142857,89.0,0.0,64.0,806.2857142857143,33.285714285714285,64425.0,57505.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,10,1.7.0-twitch.1-rc.1
10405,14.0,120.0,669.0,62.0,1889.142857142857,0.0,0.0,19.479872285714286,0.37392857142857144,101.5175,43.43519221428572,86.0,0.0,64.0,845.0,39.57142857142857,64425.0,59032.71428571428,0.0,0.0,0.0,0.0,0.0,0.0,1,2,62,9,1.7.0-twitch.1-rc.1
10406,5.0,120.0,170.0,34.0,1225.7,0.0,0.0,46.5310085,25.7483,133.158,46.960819,51.0,0.0,64.0,761.9,23.7,64240.0,61543.6,0.0,0.0,0.0,0.0,0.0,0.0,2,1,85,10,1.7.0-twitch.1-rc.1
10407,7.0,120.0,182.0,39.0,1404.4,0.0,0.0,28.8256997,0.42919999999999997,150.2775,64.72712349999999,56.0,0.0,64.0,825.2,37.0,64240.0,62752.8,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,10,1.7.0-twitch.1-rc.1
10408,9.0,120.0,655.0,59.0,1814.2307692307693,0.0,0.0,19.42221176923077,0.4623076923076923,105.8856923076923,44.31011907692308,81.0,0.0,64.0,890.3076923076923,33.46153846153846,64439.230769230766,59684.46153846154,0.0,0.0,0.0,0.0,0.0,0.0,1,1,35,10,1.7.0-twitch.1-rc.1
10409,11.0,120.0,669.0,61.0,1797.4285714285713,0.0,0.0,20.64526507142857,0.48392857142857143,102.51878571428571,44.75398028571429,84.0,0.0,64.0,796.2142857142857,39.57142857142857,64425.0,58015.5,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,8,1.7.0-twitch.1-rc.1
10410,14.0,120.0,589.0,49.0,1636.7272727272727,0.0,0.0,19.433986636363638,0.38272727272727275,105.99254545454545,44.27489736363636,69.0,0.0,64.0,800.8181818181819,25.90909090909091,64475.454545454544,58038.09090909091,0.0,0.0,0.0,0.0,0.0,0.0,1,1,215,6,1.7.0-twitch.1-rc.1
10411,5.0,120.0,677.0,54.0,1892.0,0.0,0.0,19.780986363636362,0.3906363636363636,110.38727272727273,45.65134472727272,74.0,0.0,64.0,797.6363636363636,25.90909090909091,64475.454545454544,61565.72727272727,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10412,7.0,120.0,146.0,30.0,1220.2222222222222,0.0,0.0,33.478067111111116,0.5017777777777778,128.36344444444444,43.701906666666666,46.0,0.0,64.0,779.7777777777778,22.88888888888889,64240.0,62780.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,7,1.7.0-twitch.1-rc.1
10413,9.0,120.0,602.0,49.0,1540.6666666666667,0.0,0.0,42.589066333333335,22.429833333333335,124.80108333333332,44.584925,69.0,0.0,64.0,724.5,31.666666666666668,64347.916666666664,58082.75,0.0,0.0,0.0,0.0,0.0,0.0,2,2,23,8,1.7.0-twitch.1-rc.1
10414,11.0,120.0,203.0,36.0,1520.0,0.0,0.0,22.90183477777778,0.5194444444444444,118.00055555555556,50.72374666666666,51.0,0.0,64.0,841.6666666666666,36.888888888888886,64240.0,61668.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,2,2,37,10,1.7.0-twitch.1-rc.1
10415,14.0,120.0,193.0,36.0,1280.3,0.0,0.0,42.671352,25.353900000000003,117.151,39.4791384,53.0,0.0,64.0,754.5,23.0,64240.0,61491.5,0.0,0.0,0.0,0.0,0.0,0.0,1,2,119,5,1.7.0-twitch.1-rc.1
10416,5.0,120.0,195.0,39.0,1403.1,0.0,0.0,21.2581045,0.3882,112.2906,47.9840183,56.0,0.0,64.0,809.8,35.6,64240.0,61936.3,0.0,0.0,0.0,0.0,0.0,0.0,2,4,118,8,1.7.0-twitch.1-rc.1
10417,7.0,120.0,227.0,43.0,1376.909090909091,0.0,0.0,22.83823409090909,0.43063636363636365,116.63118181818182,50.546927181818184,62.0,0.0,64.0,789.1818181818181,35.18181818181818,64240.0,62483.545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,10,1.7.0-twitch.1-rc.1
10418,9.0,120.0,1175.0,132.0,11359.333333333334,0.0,0.0,12.682286249999999,0.47091666666666665,74.35191666666667,28.87202883333333,153.0,0.0,64.0,924.5,33.083333333333336,64671.666666666664,56086.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,161,6,1.7.0-twitch.1-rc.1
10419,11.0,120.0,747.0,55.0,1796.75,0.0,0.0,36.92599033333334,23.172416666666663,100.19983333333333,31.30338625,75.0,0.0,64.0,727.25,31.083333333333332,64455.833333333336,61200.833333333336,0.0,0.0,0.0,0.0,0.0,0.0,1,1,197,9,1.7.0-twitch.1-rc.1
10420,14.0,120.0,603.0,54.0,1668.8333333333333,0.0,0.0,23.281433000000003,0.4699166666666667,127.06633333333333,53.29414766666667,75.0,0.0,64.0,780.0,34.25,64347.916666666664,61921.666666666664,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,10,1.7.0-twitch.1-rc.1
10421,5.0,120.0,212.0,40.0,1445.5,0.0,0.0,24.0430592,0.4742,127.21879999999999,54.2609282,57.0,0.0,64.0,808.0,36.3,64240.0,61822.6,0.0,0.0,0.0,0.0,0.0,0.0,2,1,17,8,1.7.0-twitch.1-rc.1
10422,7.0,120.0,139.0,30.0,1385.625,0.0,0.0,20.505102,0.4245,103.78175,45.10600775,44.0,0.0,64.0,888.25,25.75,64240.0,62000.125,0.0,0.0,0.0,0.0,0.0,0.0,1,4,10,10,1.7.0-twitch.1-rc.1
10423,9.0,120.0,173.0,36.0,1208.3636363636363,0.0,0.0,37.946163545454546,0.4782727272727273,147.60936363636364,55.09946018181818,55.0,0.0,64.0,734.2727272727273,41.63636363636363,64240.0,62454.454545454544,0.0,0.0,0.0,0.0,0.0,0.0,2,2,15,8,1.7.0-twitch.1-rc.1
10424,11.0,120.0,624.0,66.0,1514.5625,0.0,0.0,22.0601990625,0.384875,111.8599375,48.6406086875,94.0,0.0,64.0,796.25,38.0625,64401.875,61469.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,2,10,1.7.0-twitch.1-rc.1
10425,14.0,120.0,530.0,51.0,1554.9166666666667,0.0,0.0,24.415571999999997,0.44658333333333333,125.45949999999999,54.190584666666666,73.0,0.0,64.0,779.4166666666666,34.25,64455.833333333336,60033.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,8,1.7.0-twitch.1-rc.1
10426,5.0,120.0,857.0,64.0,1819.4285714285713,0.0,0.0,22.276312642857143,0.3653571428571429,119.61800000000001,50.41898535714286,89.0,0.0,64.0,800.0,33.285714285714285,64425.0,56975.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,1,9,1.7.0-twitch.1-rc.1
10427,7.0,120.0,198.0,35.0,1269.7,0.0,0.0,49.7249486,27.520999999999997,143.23790000000002,50.3615685,52.0,0.0,64.0,762.6,23.7,64240.0,62529.9,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,8,1.7.0-twitch.1-rc.1
10428,9.0,120.0,570.0,63.0,1569.0,0.0,0.0,21.896384133333335,0.3984,115.15953333333333,49.203991200000004,89.0,0.0,64.0,819.0666666666667,32.666666666666664,64412.666666666664,55968.6,0.0,0.0,0.0,0.0,0.0,0.0,1,1,13,5,1.7.0-twitch.1-rc.1
10429,11.0,120.0,660.0,63.0,1451.2,0.0,0.0,21.989409266666666,0.4036,117.55326666666666,49.91350486666667,90.0,0.0,64.0,735.1333333333333,32.666666666666664,64412.666666666664,55706.2,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,9,1.7.0-twitch.1-rc.1
10430,14.0,120.0,810.0,85.0,3529.266666666667,0.0,0.0,21.41202433333333,0.4811333333333333,117.63126666666668,48.42417606666666,111.0,0.0,64.0,850.6,32.666666666666664,64585.333333333336,59162.46666666667,0.0,0.0,0.0,0.0,0.0,0.0,2,2,184,8,1.7.0-twitch.1-rc.1
10431,5.0,120.0,925.0,69.0,2196.4,0.0,0.0,37.012625533333335,18.202066666666667,120.28406666666666,43.22719466666667,93.0,0.0,64.0,756.9333333333333,30.6,64499.0,58086.26666666667,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,9,1.7.0-twitch.1-rc.1
10432,7.0,120.0,676.0,67.0,1484.5294117647059,0.0,0.0,30.881575882352944,10.861705882352942,118.86005882352941,46.067408882352936,96.0,0.0,64.0,791.0588235294117,30.235294117647058,64392.35294117647,59104.705882352944,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,9,1.7.0-twitch.1-rc.1
10433,9.0,120.0,196.0,34.0,1271.6,0.0,0.0,51.6057982,28.415,143.1933,51.170093800000004,51.0,0.0,64.0,758.9,33.2,64240.0,62789.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,9,1.7.0-twitch.1-rc.1
10434,11.0,120.0,211.0,39.0,1227.909090909091,0.0,0.0,46.85217763636364,24.635818181818184,141.13472727272728,50.359349,58.0,0.0,64.0,741.3636363636364,23.727272727272727,64240.0,62399.36363636364,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,8,1.7.0-twitch.1-rc.1
