id,bw,duration,packets,data_pkts,data_bytes,rexmit_pkts,rexmit_bytes,rtt_avg,rtt_min,rtt_max,stdev_rtt,rtt_count,reordering,ttl_min,ttl_max,max_seg_size,min_seg_size,win_max,win_min,rtx_RTO,rtx_FR,net_dup,flow_control,unnece_rtx_RTO,stallCount,qualityChanges,skippedFrames,fpsChanges,twitch_backend
1,0.75,60,15,4,2408,0,0,13.495913,13.24,13.912,0.292083,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,5,0,4,1.7.0-twitch.1-rc.1
2,1.25,60,201,43,2030.21428571429,0,0,24.9901186428571,23.7097857142857,28.4621428571429,2.11340521428571,60,0,64,1286.5,77,64256,63533.7142857143,0,0,0,0,0,0,0,3,2,6,1.7.0-twitch.1-rc.1
3,2,60,18,4,2312,0,0,13.741725,13.062,15.727,1.123099,5,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,4,57,7,1.7.0-twitch.1-rc.1
4,3,60,25,8,2085.5,0,0,34.1167565,28.587,53.248,10.9920535,9,0,64,1288,55.5,64256,63616,0,0,0,0,0,0,0,3,53,4,1.7.0-twitch.1-rc.1
5,5,60,15,4,2409,0,0,13.340916,13.108,13.713,0.259623,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,7,1,1.7.0-twitch.1-rc.1
6,0.75,60,19,5,2609,1,282,13.782324,13.219,15.729,1.090207,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,1,7,1,6,1.7.0-twitch.1-rc.1
7,1.25,60,16,5,2678,1,273,13.386665,13.13,13.844,0.323376,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,2,0,5,1.7.0-twitch.1-rc.1
8,2,60,16,4,2411,0,0,13.529412,13.317,13.871,0.26713,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,2,1,2,1.7.0-twitch.1-rc.1
9,3,60,18,4,2320,0,0,13.871523,13.134,16.003,1.197777,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,5,45,9,1.7.0-twitch.1-rc.1
10,5,60,15,4,2399,0,0,13.389165,13.016,13.823,0.333259,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,6,4,1.7.0-twitch.1-rc.1
11,0.75,60,16,4,2403,0,0,13.365166,13.076,13.753,0.302148,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,3,0,2,1.7.0-twitch.1-rc.1
12,1.25,60,20,4,2329,0,0,13.883922,13.171,15.601,0.977705,5,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,2,0,2,1.7.0-twitch.1-rc.1
13,2,60,15,4,2409,0,0,13.482663,13.239,13.738,0.20407,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,1,4,1.7.0-twitch.1-rc.1
14,3,60,15,4,2403,0,0,13.326667,13.041,13.753,0.304451,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,5,7,1.7.0-twitch.1-rc.1
15,5,60,20,4,2310,0,0,13.844523,13.229,15.624,1.028633,5,0,64,1448,80,64256,63360,0,0,0,0,0,0,0,1,5,1,1.7.0-twitch.1-rc.1
16,0.75,60,24,8,2086,0,0,30.4765825,28.42,36.778,3.5930095,9,0,64,1290,55.5,64256,63168,0,0,0,0,0,0,0,5,6,5,1.7.0-twitch.1-rc.1
17,1.25,60,21,5,1245,0,0,72.0811945,71.878,72.402,0.2471075,7,0,64,767.5,83.5,64256,63808,0,0,0,0,0,0,0,3,46,6,1.7.0-twitch.1-rc.1
18,2,60,18,4,2316,0,0,13.836323,13.143,15.837,1.127036,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,3,31,4,1.7.0-twitch.1-rc.1
19,3,60,14,4,2403,0,0,13.466163,13.192,13.975,0.347055,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,3,43,4,1.7.0-twitch.1-rc.1
20,5,60,15,4,2401,0,0,13.449914,13.07,13.807,0.385654,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,1,2,1.7.0-twitch.1-rc.1
21,0.75,60,160,23,7699.66666666667,2,351,53.8188223333333,52.011,58.6743333333333,1.71748166666667,24,0,64,979,82.3333333333333,64256,63360,0,0,0,0,1,0,1,7,3,6,1.7.0-twitch.1-rc.1
22,1.25,60,16,4,2406,0,0,13.759156,13.034,15.523,1.18152,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,3,3,3,1.7.0-twitch.1-rc.1
23,2,60,15,4,2437,0,0,13.409665,13.196,13.844,0.304605,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,2,1,3,1.7.0-twitch.1-rc.1
24,3,60,19,4,2320,0,0,14.078518,13.011,17.254,1.784186,5,0,64,1448,80,64256,62848,0,0,0,0,0,0,0,2,0,7,1.7.0-twitch.1-rc.1
25,5,60,21,5,1251,0,0,72.8057955,72.6235,73.149,0.2582955,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,356,6,1.7.0-twitch.1-rc.1
26,0.75,60,16,4,2403,0,0,13.19417,12.851,13.511,0.294067,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,1,7,2,7,1.7.0-twitch.1-rc.1
27,1.25,60,19,4,2318,0,0,13.866323,13.218,15.784,1.08635,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,2,4,1.7.0-twitch.1-rc.1
28,2,60,15,4,2403,0,0,13.399915,13.085,13.653,0.239326,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,8,2,1.7.0-twitch.1-rc.1
29,3,60,17,6,1379.5,1,270,71.79708,71.479,72.0855,0.285089,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
30,5,60,19,4,2312,0,0,13.703326,13.048,15.688,1.113471,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,8,2,1.7.0-twitch.1-rc.1
31,0.75,60,40,12,1594.66666666667,0,0,36.91282,36.639,37.2996666666667,0.252251,16,0,64,828,47.3333333333333,64256,63445.3333333333,0,0,0,0,0,0,0,4,6,4,1.7.0-twitch.1-rc.1
32,1.25,60,13,4,2403,0,0,13.357916,12.967,13.676,0.304846,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,3,28,8,1.7.0-twitch.1-rc.1
33,2,60,19,4,2322,0,0,13.702926,13.104,15.682,1.109217,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,3,53,6,1.7.0-twitch.1-rc.1
34,3,60,15,4,2405,0,0,13.309667,12.997,13.843,0.368356,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,4,7,1.7.0-twitch.1-rc.1
35,5,60,16,4,2401,0,0,13.355916,13.176,13.87,0.342614,4,0,64,1448,80,64256,63360,0,0,0,0,0,0,0,2,2,2,1.7.0-twitch.1-rc.1
36,0.75,60,26,7,1382,2,356,73.446182,72.6705,74.1705,0.7021945,8,0,64,767.5,83.5,64256,63424,0,0,0,0,1,0,0,2,0,1,1.7.0-twitch.1-rc.1
37,1.25,60,14,4,2403,0,0,13.547161,13.307,13.888,0.261996,4,0,64,1448,80,64256,62592,0,0,0,0,0,0,0,3,26,7,1.7.0-twitch.1-rc.1
38,2,60,15,4,2408,0,0,13.343416,13.18,13.794,0.300445,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,4,1.7.0-twitch.1-rc.1
39,3,60,31,9,2171.5,1,270,34.6410075,28.315,56.2735,12.3165875,10,0,64,1282.5,55.5,64256,63360,0,0,0,0,0,0,0,1,2,5,1.7.0-twitch.1-rc.1
40,5,60,20,5,1246.5,0,0,71.3413855,71.1205,71.6525,0.2496905,7,0,64,767.5,83.5,64256,63360,0,0,0,0,0,0,0,1,6,2,1.7.0-twitch.1-rc.1
41,0.75,60,15,4,2405,0,0,13.481413,13.208,13.804,0.246025,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,4,33,5,1.7.0-twitch.1-rc.1
42,1.25,60,19,4,2328,0,0,13.783524,13.162,15.818,1.139447,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
43,2,60,15,4,2399,0,0,13.335417,13.063,13.844,0.346657,4,0,64,1448,80,64256,62848,0,0,0,0,0,0,0,2,2,5,1.7.0-twitch.1-rc.1
44,3,60,22,6,1287.5,1,87,71.1832315,71.0205,71.4715,0.153193,6,0,64,767.5,83.5,64256,63808,1,0,0,0,0,0,0,1,2,5,1.7.0-twitch.1-rc.1
45,5,60,187,38,2227.41666666667,0,0,13.7006576666667,13.1600833333333,14.8615833333333,0.769904916666667,53,0,64,1410.41666666667,80,64256,63690.6666666667,0,0,0,0,0,0,0,1,12,3,1.7.0-twitch.1-rc.1
46,0.75,60,16,4,2399,0,0,13.320667,13.115,13.626,0.232524,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,5,43,7,1.7.0-twitch.1-rc.1
47,1.25,60,15,4,2397,0,0,13.396165,13.119,13.759,0.267559,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,3,7,4,1.7.0-twitch.1-rc.1
48,2,60,13,4,2316,0,0,13.885322,13.125,15.897,1.134798,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
49,3,60,216,44,2571,0,0,14.460521,13.1476923076923,18.53,2.15600769230769,60,0,64,1431.61538461538,80,64256,63320.6153846154,0,0,0,0,0,0,0,1,1,4,1.7.0-twitch.1-rc.1
50,5,60,14,4,2408,0,0,13.438664,13.154,14.024,0.400927,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,5,14,5,1.7.0-twitch.1-rc.1
51,0.75,60,23,7,1374.5,3,353,73.161334,72.8705,74.0945,0.5245145,6,0,64,767.5,83.5,64256,64000,1,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
52,1.25,60,10,4,2410,0,0,13.454914,13.16,13.954,0.34696,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
53,2,60,14,4,2410,0,0,13.343416,13.015,13.631,0.278813,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,1,2,1.7.0-twitch.1-rc.1
54,3,60,17,4,2330,0,0,13.880122,13.218,15.891,1.131252,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,2,4,2,1.7.0-twitch.1-rc.1
55,5,60,21,5,1247.5,0,0,74.889184,72.254,79.8565,4.310057,7,0,64,767.5,83.5,64256,63808,0,0,0,0,0,0,0,2,3,3,1.7.0-twitch.1-rc.1
56,0.75,60,16,4,2397,0,0,13.318167,13.045,13.689,0.269924,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,6,8,4,1.7.0-twitch.1-rc.1
57,1.25,60,20,4,2317,0,0,13.807724,13.197,15.708,1.067466,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,2,2,1.7.0-twitch.1-rc.1
58,2,60,15,4,2401,0,0,13.429664,13.209,13.957,0.355743,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,1,5,17,6,1.7.0-twitch.1-rc.1
59,3,60,32,17,1179.33333333333,13,959,47.7828936666667,47.693,47.8793333333333,0.078398333333333,5,0,64,540.666666666667,84.6666666666667,64256,64080,9,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
60,5,60,14,4,2320,0,0,13.885122,13.169,15.753,1.054523,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
61,0.75,60,23,8,2091,0,0,33.300025,28.5615,50.624,9.7247805,9,0,64,1288.5,55.5,64256,63040,0,0,0,0,0,0,0,4,0,3,1.7.0-twitch.1-rc.1
62,1.25,60,11,4,2400,0,0,13.441164,13.121,14.057,0.418563,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
63,2,60,25,5,1202.5,0,0,70.7682325,70.358,71.8,0.6086535,8,0,64,767.5,83.5,64256,63808,0,0,0,0,0,0,0,2,4,7,1.7.0-twitch.1-rc.1
64,3,60,16,4,2414,0,0,13.340666,13.072,13.828,0.340461,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,3,0,2,1.7.0-twitch.1-rc.1
65,5,60,15,4,2410,0,0,13.428914,13.237,13.841,0.277429,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,4,3,1.7.0-twitch.1-rc.1
66,0.75,60,20,4,2312,0,0,13.797724,13.118,15.948,1.207759,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,5,0,5,1.7.0-twitch.1-rc.1
67,1.25,60,17,5,1242,0,0,71.691959,71.4115,72.0555,0.304389,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
68,2,60,10,4,2405,0,0,13.548161,13.069,14.16,0.482589,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
69,3,60,18,4,2325,0,0,13.743725,13.119,15.752,1.125358,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,2,2,1.7.0-twitch.1-rc.1
70,5,60,10,4,2397,0,0,13.467163,13.119,13.838,0.311162,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
71,0.75,60,20,5,1262,0,0,71.87891,71.6625,72.211,0.255763,7,0,64,767.5,83.5,64256,63808,0,0,0,0,0,0,0,7,25,5,1.7.0-twitch.1-rc.1
72,1.25,60,21,5,2593,1,274,13.886122,13.181,15.799,1.082065,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,4,4,1.7.0-twitch.1-rc.1
73,2,60,15,4,2408,0,0,13.381915,13.268,13.679,0.198266,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,2,1.7.0-twitch.1-rc.1
74,3,60,15,4,2410,0,0,13.438664,13.346,13.615,0.119903,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,0,4,1.7.0-twitch.1-rc.1
75,5,60,18,4,2319,0,0,13.772406,12.964,15.729,1.314657,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,3,16,4,1.7.0-twitch.1-rc.1
76,0.75,60,31,12,1592.66666666667,0,0,37.425783,37.161,37.8386666666667,0.242102,16,0,64,828,47.3333333333333,64256,63104,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
77,1.25,60,16,4,2405,0,0,13.427914,13.093,13.741,0.264879,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,2,3,8,1.7.0-twitch.1-rc.1
78,2,60,25,5,1203,0,0,70.0671225,69.6535,71.136,0.626408,8,0,64,767.5,83.5,64256,63808,0,0,0,0,0,0,0,1,0,2,1.7.0-twitch.1-rc.1
79,3,60,15,4,2412,0,0,13.417915,13.167,13.804,0.275787,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,2,4,1.7.0-twitch.1-rc.1
80,5,60,14,4,2403,0,0,13.415665,13.024,13.847,0.345652,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,4,1,1.7.0-twitch.1-rc.1
81,0.75,60,15,4,2315,0,0,13.874123,13.161,15.893,1.135097,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
82,1.25,60,26,8,1375.5,5,263,71.3244925,71.218,71.524,0.135961,5,0,64,767.5,83.5,64256,63744,5,0,0,0,0,0,0,3,6,3,1.7.0-twitch.1-rc.1
83,2,60,14,4,2405,0,0,13.503912,13.239,13.953,0.316535,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,1,3,1.7.0-twitch.1-rc.1
84,3,60,19,4,2321,0,0,13.869523,13.064,16.054,1.230569,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,0,4,1.7.0-twitch.1-rc.1
85,5,60,10,4,2405,0,0,13.500912,13.294,13.708,0.217417,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
86,0.75,60,16,5,1245.5,0,0,74.015297,73.802,74.2765,0.216572,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
87,1.25,60,18,4,2320,0,0,14.183395,13.146,17.2,2.010994,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,1,7,1.7.0-twitch.1-rc.1
88,2,60,15,4,2409,0,0,13.475913,13.32,13.799,0.225272,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,1,0,7,1.7.0-twitch.1-rc.1
89,3,60,14,4,2403,0,0,13.287418,12.972,13.727,0.316371,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,0,2,1.7.0-twitch.1-rc.1
90,5,60,19,5,1200.5,0,0,71.564207,71.1535,72.5745,0.6000495,8,0,64,767.5,83.5,64256,63424,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
91,0.75,60,15,4,2399,0,0,13.420164,13.128,13.876,0.335946,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,6,25,6,1.7.0-twitch.1-rc.1
92,1.25,60,10,4,2402,0,0,13.544911,13.276,13.879,0.256201,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
93,2,60,19,5,1204.5,0,0,71.6817105,71.1455,72.6565,0.698567,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
94,3,60,16,4,2407,0,0,13.303417,12.968,13.733,0.319159,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,0,2,1.7.0-twitch.1-rc.1
95,5,60,10,4,2407,0,0,13.502662,13.156,13.845,0.356637,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
96,0.75,60,14,4,2325,0,0,13.859723,13.123,15.768,1.088164,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
97,1.25,60,22,5,1247.5,1,1,72.621913,72.553,72.7925,0.109645,6,0,64,767.5,83.5,64256,63808,1,0,0,0,0,0,0,2,1,3,1.7.0-twitch.1-rc.1
98,2,60,59,16,1531.25,0,0,37.05438075,36.83625,37.3695,0.20581125,20,0,64,759.75,41.5,64256,63808,0,0,0,0,0,0,0,1,0,3,1.7.0-twitch.1-rc.1
99,3,60,14,4,2332,0,0,13.884722,13.061,15.823,1.108688,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
100,5,60,10,4,2412,0,0,13.441414,13.086,13.848,0.321835,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
101,0.75,60,21,5,1243,0,0,71.456965,71.251,71.7815,0.2497455,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,2,0,1,1.7.0-twitch.1-rc.1
102,1.25,60,187,39,2226.16666666667,1,267,13.86635575,13.1723333333333,15.1404166666667,0.870531833333333,54,0,64,1398.5,80,64256,63648,0,0,0,0,0,0,0,3,2,4,1.7.0-twitch.1-rc.1
103,2,60,16,4,2399,0,0,13.375166,13.204,13.587,0.160841,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,4,60,2,1.7.0-twitch.1-rc.1
104,3,60,11,4,2414,0,0,13.526162,13.195,13.802,0.301923,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
105,5,60,14,4,2330,0,0,13.925121,13.155,15.787,1.091513,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
106,0.75,60,19,8,2089.5,0,0,33.6805175,28.7055,51.7655,10.1504975,9,0,64,1289,55.5,64256,63360,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
107,1.25,60,10,4,2410,0,0,13.424164,13.068,13.744,0.290508,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
108,2,60,20,5,1198.5,0,0,73.215685,72.7375,74.2775,0.6657075,8,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
109,3,60,189,29,18161.5,0,0,14.89293,13.156,15.8785,0.753687,29,0,64,1446.5,80,64256,63040,0,0,0,0,0,0,0,4,64,6,1.7.0-twitch.1-rc.1
110,5,60,10,4,2410,0,0,13.368416,13.118,13.89,0.351793,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
111,0.75,60,15,4,2314,0,0,13.764525,13.132,15.658,1.073299,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
112,1.25,60,16,5,1249,0,0,73.107578,72.8305,73.402,0.288,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
113,2,60,16,4,2406,0,0,13.457414,13.214,13.871,0.296515,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,6,4,1.7.0-twitch.1-rc.1
114,3,60,19,4,2322,0,0,13.850323,13.127,15.814,1.109776,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,3,0,5,1.7.0-twitch.1-rc.1
115,5,60,16,4,2399,0,0,13.394415,13.043,13.718,0.303686,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,4,1,1.7.0-twitch.1-rc.1
116,0.75,60,36,12,1031.66666666667,10,526,91.6922496666667,91.5916666666667,91.802,0.097407,6,0,64,540.666666666667,84.6666666666667,64256,64128,8,0,0,0,0,0,0,3,0,2,1.7.0-twitch.1-rc.1
117,1.25,60,20,5,2613,1,284,14.105518,13.002,15.621,0.989993,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,3,2,5,1.7.0-twitch.1-rc.1
118,2,60,16,4,2412,0,0,13.468163,13.289,13.884,0.279934,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,6,2,1.7.0-twitch.1-rc.1
119,3,60,15,4,2406,0,0,13.416165,13.2,13.806,0.275273,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,1,6,1.7.0-twitch.1-rc.1
120,5,60,25,5,1204,0,0,71.551141,71.121,72.5715,0.617941,8,0,64,767.5,83.5,64256,63424,0,0,0,0,0,0,0,1,1,1,1.7.0-twitch.1-rc.1
121,0.75,60,40,12,1595.66666666667,0,0,37.2453973333333,36.9966666666667,37.659,0.246219,16,0,64,828,47.3333333333333,64256,63616,0,0,0,0,0,0,1,6,10,5,1.7.0-twitch.1-rc.1
122,1.25,60,10,4,2397,0,0,13.58841,13.128,14.066,0.423255,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
123,2,60,15,4,2323,0,0,13.885922,13.161,15.919,1.149559,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
124,3,60,10,4,2412,0,0,13.509162,13.233,13.759,0.260224,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
125,5,60,11,4,2401,0,0,13.563911,13.314,13.827,0.218784,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
126,0.75,60,13,4,2325,0,0,13.945121,13.218,16.02,1.17545,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
127,1.25,60,15,4,2406,0,0,13.443414,13.106,13.713,0.281789,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,1,0,4,1.7.0-twitch.1-rc.1
128,2,60,20,8,2076.5,0,0,31.5897845,28.549,41.387,5.536235,9,0,64,1282,55.5,64256,63360,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
129,3,60,20,4,2318,0,0,13.854123,13.174,16.029,1.221498,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,64,8,1.7.0-twitch.1-rc.1
130,5,60,15,4,2405,0,0,13.546161,13.174,13.812,0.301161,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,2,2,1.7.0-twitch.1-rc.1
131,0.75,60,22,6,1290,2,88,71.6398405,71.506,71.8735,0.160723,5,0,64,767.5,83.5,64256,63808,2,0,0,0,0,0,0,7,3,8,1.7.0-twitch.1-rc.1
132,1.25,60,16,4,2320,0,0,13.794524,13.17,15.798,1.127403,5,0,64,1448,80,64256,62592,0,0,0,0,0,0,0,3,1,2,1.7.0-twitch.1-rc.1
133,2,60,11,4,2401,0,0,13.560661,13.354,13.872,0.232845,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
134,3,60,15,4,2409,0,0,13.622659,13.234,14.166,0.404054,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,2,0,3,1.7.0-twitch.1-rc.1
135,5,60,27,8,1333,3,261,72.938261,72.5735,73.963,0.559283,7,0,64,767.5,83.5,64256,63808,3,0,0,0,0,0,0,1,323,4,1.7.0-twitch.1-rc.1
136,0.75,60,10,4,2417,0,0,13.497913,13.022,13.817,0.378533,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
137,1.25,60,10,4,2396,0,0,13.685658,13.352,14.103,0.346026,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
138,2,60,15,4,2314,0,0,14.066719,13.269,16.103,1.150785,5,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
139,3,60,16,5,1242.5,0,0,74.283914,73.864,74.674,0.401288,7,0,64,767.5,83.5,64256,64000,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
140,5,60,15,4,2408,0,0,13.525162,13.144,13.852,0.344826,4,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
141,0.75,60,21,4,2319,0,0,13.838123,13.17,15.806,1.107017,5,0,64,1448,80,64256,63488,0,0,0,0,0,0,0,5,22,5,1.7.0-twitch.1-rc.1
142,1.25,60,17,4,2415,0,0,13.576161,13.281,14.222,0.435203,4,0,64,1448,80,64256,64128,0,0,0,0,0,0,0,2,1,6,1.7.0-twitch.1-rc.1
143,2,60,57,16,1531.75,0,0,33.21264,30.94625,43.309,5.04897275,20,0,64,759.75,41.5,64256,63424,0,0,0,0,0,0,0,4,55,3,1.7.0-twitch.1-rc.1
144,3,60,17,4,2319,0,0,13.968321,13.166,15.924,1.108718,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,2,53,6,1.7.0-twitch.1-rc.1
145,5,60,10,4,2417,0,0,13.725907,13.474,14.169,0.322555,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
146,0.75,60,23,5,1247.5,0,0,71.693167,71.4355,72.1405,0.345236,7,0,64,767.5,83.5,64256,64128,0,0,0,0,0,0,0,8,28,9,1.7.0-twitch.1-rc.1
147,1.25,60,13,4,2318,0,0,14.026919,13.399,15.678,0.964398,5,0,64,1448,80,64256,62720,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
148,2,60,10,4,2399,0,0,13.669158,13.184,13.957,0.366246,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
149,3,60,10,4,2405,0,0,13.61791,13.197,14.195,0.454394,4,0,64,1448,80,64256,63872,0,0,0,0,0,0,0,1,0,1,1.7.0-twitch.1-rc.1
